EnsemblGeneID	Description	ChromosomeName	AssociatedGeneName	GCcontent	GeneType
ENSG00000281046	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	2	Metazoa_SRP	55.88	misc_RNA
ENSG00000274135	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	7	Metazoa_SRP	53.31	misc_RNA
ENSG00000201034	Y RNA [Source:RFAM;Acc:RF00019]	16	Y_RNA	47.52	misc_RNA
ENSG00000206662	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	38.05	misc_RNA
ENSG00000201371	Y RNA [Source:RFAM;Acc:RF00019]	16	Y_RNA	39.45	misc_RNA
ENSG00000222614	Y RNA [Source:RFAM;Acc:RF00019]	19	Y_RNA	41.67	misc_RNA
ENSG00000200847	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	46.08	misc_RNA
ENSG00000280519	Small nucleolar RNA SNORA32 [Source:RFAM;Acc:RF00421]	3	SNORA32	39.76	snoRNA
ENSG00000274860	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	17	Metazoa_SRP	54.61	misc_RNA
ENSG00000275656	RFPL3 antisense RNA 1 conserved region 1 [Source:RFAM;Acc:RF02171]	22	RFPL3-AS1_1	51.14	misc_RNA
ENSG00000252904	Small nucleolar RNA SNORA76 [Source:RFAM;Acc:RF00598]	5	SNORA76	43.07	snoRNA
ENSG00000200222	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	3	U3	41.78	snoRNA
ENSG00000238585	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	36.84	misc_RNA
ENSG00000252461	Small nucleolar RNA SNORA43 [Source:RFAM;Acc:RF00416]	16	SNORA43	46.88	snoRNA
ENSG00000201791	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	1	SNORA63	36.97	snoRNA
ENSG00000252198	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	53.02	misc_RNA
ENSG00000251802	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	7	SNORA31	39.1	snoRNA
ENSG00000222185	Small nucleolar RNA SNORD113/SNORD114 family [Source:RFAM;Acc:RF00181]	14	SNORD113	36	snoRNA
ENSG00000275070	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	X	Metazoa_SRP	53.92	misc_RNA
ENSG00000276442	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	1	5S_rRNA	44.55	rRNA
ENSG00000201724	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	45.65	misc_RNA
ENSG00000201208	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	42.27	misc_RNA
ENSG00000212175	Small nucleolar RNA SNORA12 [Source:RFAM;Acc:RF00586]	2	SNORA12	43.24	snoRNA
ENSG00000199635	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	45.1	misc_RNA
ENSG00000200494	Y RNA [Source:RFAM;Acc:RF00019]	20	Y_RNA	45.1	misc_RNA
ENSG00000280667	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	36	misc_RNA
ENSG00000274514	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	3	Metazoa_SRP	57.4	misc_RNA
ENSG00000253085	Small Cajal body specific RNA 11 [Source:RFAM;Acc:RF00564]	1	SCARNA11	46.92	scaRNA
ENSG00000222095	Small nucleolar RNA SNORD113/SNORD114 family [Source:RFAM;Acc:RF00181]	14	SNORD113	47.3	snoRNA
ENSG00000277492	ACEA small nucleolar RNA U3 [Source:RFAM;Acc:RF01848]	X	ACEA_U3	41.47	snoRNA
ENSG00000238570	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	2	snoU13	43.69	snoRNA
ENSG00000206640	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	41.9	misc_RNA
ENSG00000269103	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	20	Metazoa_SRP	52.46	misc_RNA
ENSG00000212594	U8 small nucleolar RNA [Source:RFAM;Acc:RF00096]	12	U8	37.12	snoRNA
ENSG00000200630	Y RNA [Source:RFAM;Acc:RF00019]	8	Y_RNA	45.1	misc_RNA
ENSG00000266291	microRNA 3180-3 [Source:HGNC Symbol;Acc:HGNC:38239]	16	MIR3180-3	75.53	miRNA
ENSG00000201809	U8 small nucleolar RNA [Source:RFAM;Acc:RF00096]	12	U8	36.3	snoRNA
ENSG00000200332	Y RNA [Source:RFAM;Acc:RF00019]	22	Y_RNA	44.12	misc_RNA
ENSG00000274544	small nucleolar RNA, C/D box 28 [Source:HGNC Symbol;Acc:HGNC:10150]	11	SNORD28	36	snoRNA
ENSG00000199223	Y RNA [Source:RFAM;Acc:RF00019]	19	Y_RNA	42.16	misc_RNA
ENSG00000252458	Small nucleolar RNA SNORA68 [Source:RFAM;Acc:RF00263]	5	SNORA68	44.96	snoRNA
ENSG00000200011	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	46.08	misc_RNA
ENSG00000207069	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	45.1	misc_RNA
ENSG00000200849	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	40.2	misc_RNA
ENSG00000207142	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	45.1	misc_RNA
ENSG00000251940	Small nucleolar RNA SNORA15 [Source:RFAM;Acc:RF00398]	22	SNORA15	36.17	snoRNA
ENSG00000201343	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	40.91	misc_RNA
ENSG00000214305	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	3	Metazoa_SRP	56.18	misc_RNA
ENSG00000239195	small nucleolar RNA, C/D box 5 [Source:HGNC Symbol;Acc:HGNC:32702]	11	SNORD5	35.62	snoRNA
ENSG00000207193	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	43	misc_RNA
ENSG00000274505	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	16	Metazoa_SRP	52.65	misc_RNA
ENSG00000201451	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	45.36	misc_RNA
ENSG00000222206	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	38.53	misc_RNA
ENSG00000207432	U8 small nucleolar RNA [Source:RFAM;Acc:RF00096]	15	U8	45.11	snoRNA
ENSG00000277184	small nucleolar RNA, H/ACA box 9 [Source:HGNC Symbol;Acc:HGNC:32597]	7	SNORA9	49.62	snoRNA
ENSG00000207294	Y RNA [Source:RFAM;Acc:RF00019]	16	Y_RNA	46	misc_RNA
ENSG00000276123	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	2	Metazoa_SRP	47.67	misc_RNA
ENSG00000275287	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	X	Metazoa_SRP	53.1	misc_RNA
ENSG00000202183	Small nucleolar RNA SNORA4 [Source:RFAM;Acc:RF00394]	X	SNORA4	31.29	snoRNA
ENSG00000280498	small nucleolar RNA, H/ACA box 16A [Source:HGNC Symbol;Acc:HGNC:32605]	1	SNORA16A	48.15	snoRNA
ENSG00000274216	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	15	Metazoa_SRP	54.61	misc_RNA
ENSG00000275696	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	3	Metazoa_SRP	53.99	misc_RNA
ENSG00000207407	Small nucleolar RNA SNORA1 [Source:RFAM;Acc:RF00408]	11	SNORA1	43.38	snoRNA
ENSG00000200351	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	42.73	misc_RNA
ENSG00000274293	NoRC assoicated RNA, pRNA [Source:RFAM;Acc:RF01518]	12	pRNA	59.55	misc_RNA
ENSG00000280654	U7 small nuclear RNA [Source:RFAM;Acc:RF00066]	16	U7	37.1	snRNA
ENSG00000281866	U7 small nuclear RNA [Source:RFAM;Acc:RF00066]	1	U7	35.71	snRNA
ENSG00000280615	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	41.24	misc_RNA
ENSG00000276685	NoRC assoicated RNA, pRNA [Source:RFAM;Acc:RF01518]	8	pRNA	53.93	misc_RNA
ENSG00000207411	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	34.58	misc_RNA
ENSG00000251822	Small nucleolar RNA SNORA19 [Source:RFAM;Acc:RF00413]	12	SNORA19	34.21	snoRNA
ENSG00000252122	Small nucleolar RNA SNORA76 [Source:RFAM;Acc:RF00598]	16	SNORA76	56.3	snoRNA
ENSG00000222588	Small nucleolar RNA SNORA19 [Source:RFAM;Acc:RF00413]	10	SNORA19	36.43	snoRNA
ENSG00000238628	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	6	snoU13	41.35	snoRNA
ENSG00000207258	Y RNA [Source:RFAM;Acc:RF00019]	8	Y_RNA	44.64	misc_RNA
ENSG00000201483	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	40.95	misc_RNA
ENSG00000281574	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	20	Metazoa_SRP	43.5	misc_RNA
ENSG00000274868	NoRC assoicated RNA, pRNA [Source:RFAM;Acc:RF01518]	21	pRNA	75.56	misc_RNA
ENSG00000200610	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	41.18	misc_RNA
ENSG00000207344	Small nucleolar RNA SNORA22 [Source:RFAM;Acc:RF00414]	7	SNORA22	42.54	snoRNA
ENSG00000253065	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	5	SNORA40	35.65	snoRNA
ENSG00000206853	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	8	SNORA51	43.51	snoRNA
ENSG00000207130	Small nucleolar RNA SNORA24 [Source:RFAM;Acc:RF00399]	3	SNORA24	42.96	snoRNA
ENSG00000207300	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	38.94	misc_RNA
ENSG00000201959	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	41.18	misc_RNA
ENSG00000206756	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	41.18	misc_RNA
ENSG00000252218	Small Cajal body specific RNA 15 [Source:RFAM;Acc:RF00426]	6	SCARNA15	38.58	scaRNA
ENSG00000221400	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	10	U3	52.11	snoRNA
ENSG00000201500	Small nucleolar RNA SNORD113/SNORD114 family [Source:RFAM;Acc:RF00181]	14	SNORD113	39.74	snoRNA
ENSG00000252473	Small nucleolar RNA SNORA67 [Source:RFAM;Acc:RF00272]	2	SNORA67	45.19	snoRNA
ENSG00000202169	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	36.46	misc_RNA
ENSG00000275646	SMAD5 antisense RNA 1 conserved region 2 [Source:RFAM;Acc:RF02174]	5	SMAD5-AS1_2	51.15	misc_RNA
ENSG00000277965	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	20	Metazoa_SRP	54.06	misc_RNA
ENSG00000221066	small nucleolar RNA, C/D box 111 [Source:HGNC Symbol;Acc:HGNC:32776]	16	SNORD111	37.23	snoRNA
ENSG00000281130	U7 small nuclear RNA [Source:RFAM;Acc:RF00066]	9	U7	29.31	snRNA
ENSG00000222767	Y RNA [Source:RFAM;Acc:RF00019]	16	Y_RNA	44.21	misc_RNA
ENSG00000252526	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	16	SNORA70	50	snoRNA
ENSG00000252228	Small nucleolar RNA SNORA48 [Source:RFAM;Acc:RF00554]	6	SNORA48	45.68	snoRNA
ENSG00000276890	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	3	Metazoa_SRP	53.36	misc_RNA
ENSG00000212618	Small nucleolar RNA MBII-202 [Source:RFAM;Acc:RF00324]	17	snoMBII-202	29.33	snoRNA
ENSG00000207027	Small nucleolar RNA SNORA67 [Source:RFAM;Acc:RF00272]	8	SNORA67	49.66	snoRNA
ENSG00000238912	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	44.12	misc_RNA
ENSG00000277572	NoRC assoicated RNA, pRNA [Source:RFAM;Acc:RF01518]	21	pRNA	64.04	misc_RNA
ENSG00000201898	Small nucleolar RNA SNORA72 [Source:RFAM;Acc:RF00139]	1	SNORA72	35.43	snoRNA
ENSG00000252409	Small Cajal body specific RNA 21 [Source:RFAM;Acc:RF00602]	3	SCARNA21	53.61	scaRNA
ENSG00000201209	Small nucleolar RNA SNORD42 [Source:RFAM;Acc:RF00150]	22	SNORD42	30.88	snoRNA
ENSG00000222335	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	48.57	misc_RNA
ENSG00000206957	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	39.8	misc_RNA
ENSG00000206738	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	41.58	misc_RNA
ENSG00000202146	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	45.54	misc_RNA
ENSG00000277168	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	1	Metazoa_SRP	58.24	misc_RNA
ENSG00000281551	Small nucleolar RNA Me28S-Am2634 [Source:RFAM;Acc:RF00537]	2	snoMe28S-Am2634	39.74	snoRNA
ENSG00000212558	Small nucleolar RNA SNORA26 [Source:RFAM;Acc:RF00568]	2	SNORA26	49.57	snoRNA
ENSG00000252408	Small nucleolar RNA SNORD38 [Source:RFAM;Acc:RF00212]	19	SNORD38	38.36	snoRNA
ENSG00000200418	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	3	SNORA63	43.09	snoRNA
ENSG00000212149	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	17	SNORA40	35.16	snoRNA
ENSG00000206982	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	41.18	misc_RNA
ENSG00000277740	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	8	Metazoa_SRP	50.87	misc_RNA
ENSG00000201892	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	36.75	misc_RNA
ENSG00000252450	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	39.09	misc_RNA
ENSG00000274716	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	5	U4	39.02	snRNA
ENSG00000238490	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	41.59	misc_RNA
ENSG00000238854	Small nucleolar RNA SNORD5 [Source:RFAM;Acc:RF01161]	8	SNORD5	38.67	snoRNA
ENSG00000206808	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	43.64	misc_RNA
ENSG00000200397	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	48.04	misc_RNA
ENSG00000252128	Small nucleolar RNA SNORD27 [Source:RFAM;Acc:RF00086]	13	SNORD27	38.89	snoRNA
ENSG00000212302	Small nucleolar RNA SNORD41 [Source:RFAM;Acc:RF00588]	14	SNORD41	43.48	snoRNA
ENSG00000276359	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	1	Metazoa_SRP	51.76	misc_RNA
ENSG00000266692	Z6 small nucleolar RNA [Source:RFAM;Acc:RF00285]	21	snoZ6	65.45	snoRNA
ENSG00000277947	small nucleolar RNA, C/D box 3D [Source:HGNC Symbol;Acc:HGNC:33192]	17	SNORD3D	50	snoRNA
ENSG00000200135	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	39.82	misc_RNA
ENSG00000264452	Z6 small nucleolar RNA [Source:RFAM;Acc:RF00285]	21	snoZ6	64.47	snoRNA
ENSG00000222511	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	33.98	misc_RNA
ENSG00000200605	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	40.37	misc_RNA
ENSG00000207024	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	44.12	misc_RNA
ENSG00000207235	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	35.35	misc_RNA
ENSG00000275068	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9	U6	34.91	snRNA
ENSG00000281581	U7 small nuclear RNA [Source:RFAM;Acc:RF00066]	10	U7	37.21	snRNA
ENSG00000207503	Small nucleolar RNA SNORA32 [Source:RFAM;Acc:RF00421]	21	SNORA32	47.11	snoRNA
ENSG00000252352	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	17	SNORA40	32.56	snoRNA
ENSG00000199936	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	39.45	misc_RNA
ENSG00000269900	RNA component of mitochondrial RNA processing endoribonuclease [Source:EntrezGene;Acc:6023]	9	RMRP	63.06	lincRNA
ENSG00000202255	Y RNA [Source:RFAM;Acc:RF00019]	20	Y_RNA	42.86	misc_RNA
ENSG00000200355	Small nucleolar RNA SNORA72 [Source:RFAM;Acc:RF00139]	3	SNORA72	34.11	snoRNA
ENSG00000202495	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	45.54	misc_RNA
ENSG00000207450	Y RNA [Source:RFAM;Acc:RF00019]	8	Y_RNA	35.64	misc_RNA
ENSG00000212532	Small nucleolar RNA SNORD66 [Source:RFAM;Acc:RF00572]	6	SNORD66	51.32	snoRNA
ENSG00000201084	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	45.71	misc_RNA
ENSG00000276918	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	11	Metazoa_SRP	50.67	misc_RNA
ENSG00000273739	NoRC assoicated RNA, pRNA [Source:RFAM;Acc:RF01518]	KI270733.1	pRNA	75.56	misc_RNA
ENSG00000206885	small nucleolar RNA, H/ACA box 75 [Source:HGNC Symbol;Acc:HGNC:32661]	2	SNORA75	38.69	snoRNA
ENSG00000201644	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	36.17	misc_RNA
ENSG00000201788	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	41.18	misc_RNA
ENSG00000273515	DAOA antisense RNA 1 conserved region 2 [Source:RFAM;Acc:RF02091]	2	DAOA-AS1_2	32.09	misc_RNA
ENSG00000281514	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	4	Metazoa_SRP	52.08	misc_RNA
ENSG00000207320	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	43.36	misc_RNA
ENSG00000280894	Small nucleolar RNA SNORA76 [Source:RFAM;Acc:RF00598]	5	SNORA76	63.64	snoRNA
ENSG00000278218	TUC338 [Source:RFAM;Acc:RF02271]	X	uc_338	58.6	misc_RNA
ENSG00000251730	Small nucleolar RNA SNORA4 [Source:RFAM;Acc:RF00394]	3	SNORA4	37.78	snoRNA
ENSG00000212604	Small nucleolar RNA SNORA48 [Source:RFAM;Acc:RF00554]	15	SNORA48	57.78	snoRNA
ENSG00000275631	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	21	U1	45.45	snRNA
ENSG00000221060	Small nucleolar RNA SNORA11 [Source:RFAM;Acc:RF00614]	14	SNORA11	44.96	snoRNA
ENSG00000207467	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	39.62	misc_RNA
ENSG00000212598	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	3	U3	42.92	snoRNA
ENSG00000275222	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	20	Metazoa_SRP	50.4	misc_RNA
ENSG00000274284	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	45.1	misc_RNA
ENSG00000207112	small nucleolar RNA, H/ACA box 25 [Source:HGNC Symbol;Acc:HGNC:32615]	11	SNORA25	43.28	snoRNA
ENSG00000275154	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	14	U3	45.83	snoRNA
ENSG00000206719	Y RNA [Source:RFAM;Acc:RF00019]	8	Y_RNA	42.48	misc_RNA
ENSG00000206959	Y RNA [Source:RFAM;Acc:RF00019]	20	Y_RNA	44.14	misc_RNA
ENSG00000201031	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	38.18	misc_RNA
ENSG00000280834	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	5	U6	31.96	snRNA
ENSG00000202269	U8 small nucleolar RNA [Source:RFAM;Acc:RF00096]	5	U8	43.7	snoRNA
ENSG00000278527	Small nucleolar RNA SNORD22 [Source:RFAM;Acc:RF00099]	11	SNORD22	45.6	snoRNA
ENSG00000281006	Clostridiales-1 RNA [Source:RFAM;Acc:RF01699]	5	Clostridiales-1	38.46	sRNA
ENSG00000277371	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	10	Metazoa_SRP	54.61	misc_RNA
ENSG00000281539	U7 small nuclear RNA [Source:RFAM;Acc:RF00066]	4	U7	40.68	snRNA
ENSG00000278498	TUC338 [Source:RFAM;Acc:RF02271]	10	uc_338	51.53	misc_RNA
ENSG00000276645	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	1	Metazoa_SRP	49.86	misc_RNA
ENSG00000277721	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	X	Metazoa_SRP	51.18	misc_RNA
ENSG00000201676	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	40.2	misc_RNA
ENSG00000212414	Small nucleolar RNA SNORD77 [Source:RFAM;Acc:RF00591]	8	SNORD77	32.84	snoRNA
ENSG00000206649	Small nucleolar RNA SNORA20 [Source:RFAM;Acc:RF00401]	8	SNORA20	32.06	snoRNA
ENSG00000238966	Small nucleolar RNA SNORD112 [Source:RFAM;Acc:RF01169]	8	SNORD112	36.11	snoRNA
ENSG00000280642	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	11	Metazoa_SRP	53.73	misc_RNA
ENSG00000252317	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	37.63	misc_RNA
ENSG00000200620	Small nucleolar RNA SNORA7 [Source:RFAM;Acc:RF00409]	X	SNORA7	47.48	snoRNA
ENSG00000276669	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	11	Metazoa_SRP	53.36	misc_RNA
ENSG00000200834	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	41.58	misc_RNA
ENSG00000212279	Small nucleolar RNA SNORD77 [Source:RFAM;Acc:RF00591]	15	SNORD77	41.43	snoRNA
ENSG00000206663	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	44.12	misc_RNA
ENSG00000202402	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	43.56	misc_RNA
ENSG00000212404	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	43.88	misc_RNA
ENSG00000273532	H19 conserved region 1 [Source:RFAM;Acc:RF01972]	KI270721.1	H19_1	77.46	misc_RNA
ENSG00000202272	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	38.61	misc_RNA
ENSG00000274097	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	11	5S_rRNA	46.73	rRNA
ENSG00000201279	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	41.24	misc_RNA
ENSG00000277739	RNA, 5.8S ribosomal 5 [Source:HGNC Symbol;Acc:HGNC:37660]	21	RNA5-8S5	57.52	rRNA
ENSG00000212347	Small nucleolar RNA SNORD77 [Source:RFAM;Acc:RF00591]	X	SNORD77	30.88	snoRNA
ENSG00000202231	Small nucleolar RNA SNORA9 [Source:RFAM;Acc:RF00411]	X	SNORA9	48.87	snoRNA
ENSG00000202059	Small nucleolar RNA SNORA1 [Source:RFAM;Acc:RF00408]	2	SNORA1	40.3	snoRNA
ENSG00000200750	Y RNA [Source:RFAM;Acc:RF00019]	18	Y_RNA	38.74	misc_RNA
ENSG00000223220	Y RNA [Source:RFAM;Acc:RF00019]	8	Y_RNA	40	misc_RNA
ENSG00000281892	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	9	Metazoa_SRP	47.91	misc_RNA
ENSG00000276596	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	17	U2	46.6	snRNA
ENSG00000237261	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	2	Metazoa_SRP	55.48	misc_RNA
ENSG00000252190	small Cajal body-specific RNA 17 [Source:RFAM;Acc:RF00492]	1	SCARNA17	52	scaRNA
ENSG00000200652	Small nucleolar RNA SNORA25 [Source:RFAM;Acc:RF00402]	16	SNORA25	44.44	snoRNA
ENSG00000278544	microRNA 1539 [Source:HGNC Symbol;Acc:HGNC:35383]	18	MIR1539	70	miRNA
ENSG00000199584	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	44.64	misc_RNA
ENSG00000281744	Clostridiales-1 RNA [Source:RFAM;Acc:RF01699]	19	Clostridiales-1	36.42	sRNA
ENSG00000281899	C1QTNF9B antisense RNA 1 [Source:EntrezGene;Acc:542767]	13	C1QTNF9B-AS1	57.76	protein_coding
ENSG00000200737	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	44.25	misc_RNA
ENSG00000221673	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	1	U3	47.2	snoRNA
ENSG00000206582	Y RNA [Source:RFAM;Acc:RF00019]	20	Y_RNA	47.42	misc_RNA
ENSG00000201584	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	45.54	misc_RNA
ENSG00000265961	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	42.11	misc_RNA
ENSG00000212569	Y RNA [Source:RFAM;Acc:RF00019]	22	Y_RNA	45.92	misc_RNA
ENSG00000212168	Small nucleolar RNA SNORD78 [Source:RFAM;Acc:RF00592]	2	SNORD78	29.23	snoRNA
ENSG00000273913	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	2	Metazoa_SRP	53.55	misc_RNA
ENSG00000239148	U8 small nucleolar RNA [Source:RFAM;Acc:RF00096]	10	U8	38.35	snoRNA
ENSG00000209702	small nucleolar RNA, C/D box 41 [Source:HGNC Symbol;Acc:HGNC:10179]	19	SNORD41	47.14	snoRNA
ENSG00000222432	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	40.71	misc_RNA
ENSG00000212595	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	X	5S_rRNA	49.11	rRNA
ENSG00000252284	Small nucleolar RNA SNORD28 [Source:RFAM;Acc:RF00085]	18	SNORD28	38.24	snoRNA
ENSG00000251775	Small nucleolar RNA ACA59 [Source:RFAM;Acc:RF01293]	2	ACA59	39.16	snoRNA
ENSG00000252213	Small nucleolar RNA SNORA74 [Source:RFAM;Acc:RF00090]	5	SNORA74	53.19	snoRNA
ENSG00000265373	microRNA 3180-2 [Source:HGNC Symbol;Acc:HGNC:38343]	16	MIR3180-2	75.53	miRNA
ENSG00000238694	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	4	snoU13	44.23	snoRNA
ENSG00000222421	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	35.78	misc_RNA
ENSG00000271394	7SK RNA [Source:RFAM;Acc:RF00100]	17	7SK	44.53	misc_RNA
ENSG00000206964	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	43.24	misc_RNA
ENSG00000277446	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	2	Metazoa_SRP	52.72	misc_RNA
ENSG00000281439	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	8	Metazoa_SRP	52.19	misc_RNA
ENSG00000252367	Y RNA [Source:RFAM;Acc:RF00019]	20	Y_RNA	37.36	misc_RNA
ENSG00000207171	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	4	SNORA51	45.8	snoRNA
